Fire Name,Acres,Ignition Date,Fire Type,Fire ID
RALSTON,7975,2006-09-05,Wildfire,CA3902412068120060905
MEU LIGHTNING COMPLEX (COWSHED LIGHTNING),4835,2008-06-21,Wildfire,CA3902912361120080621
UNNAMED,2674,1989-03-20,Unknown,CA3903712255819890320
BIG,1048,1987-08-31,Wildfire,CA3904112055819870831
HOPLAND VMP,3588,1990-03-27,Prescribed Fire,CA3904612307019900327
ROBBERS,2631,2012-07-11,Wildfire,CA3905112090020120711
MEU LIGHTNING COMPLEX (CLIFF),4346,2008-06-22,Wildfire,CA3905312356820080622
PONDEROSA,3064,2001-08-27,Wildfire,CA3905812092020010827
RIVER,48920,2018-07-27,Wildfire,CA3906012314020180727
WALKER,12441,2008-06-22,Wildfire,CA3906612247920080622
STAR,16846,2001-08-25,Wildfire,CA3909912049020010825
SCOTTS,4980,2012-09-07,Wildfire,CA3910812308720120907
AMERICAN,27938,2013-08-10,Wildfire,CA3911912064620130810
UNNAMED,2939,1989-12-01,Unknown,CA3912812251919891201
96 N. COW,3616,1996-12-03,Prescribed Fire,CA3913212309919961203
BEALE ASSIST,1294,1998-09-04,Wildfire,CA3914812140319980904
MEU LIGHTNING COMPLEX (LOW GAP),2138,2008-07-04,Wildfire,CA3915612338320080704
COW MOUNTAIN VMP,1691,1996-04-15,Prescribed Fire,CA3916212314219960415
UNNAMED,1018,1996-10-27,Unknown,CA3917412179519961027
TWENTY,1133,2008-06-21,Wildfire,CA3918412148220080621
MEU LIGHTNING COMPLEX (NAVARRO),3220,2008-06-21,Wildfire,CA3918512361920080621
BUTTE FIRE,1023,2018-07-31,Wildfire,CA3919012180020180731
LOWELL,2633,2015-07-25,Wildfire,CA3919212088220150725
FORK,83209,1996-08-11,Wildfire,CA3920212274419960811
GUNTLEY,2351,1995-10-04,Wildfire,CA3920712310319951004
AMERICAN RIVER COMPLEX (GOVERNMENT),20709,2008-06-21,Wildfire,CA3920812059620080621
MEU LIGHTNING COMPLEX (ORR),1682,2008-07-04,Wildfire,CA3921812339220080704
LIGHTENING FIRE,1278,1992-09-21,Wildfire,CA3923312230719920921
UNNAMED,1058,1989-08-27,Wildfire,CA3923712253519890827
RANCH,427048,2018-07-27,Wildfire,CA3924012311020180727
49R,36673,1988-09-11,Wildfire,CA3924412120719880911
MEU LIGHTNING COMPLEX (JACK SMITH),1071,2008-07-04,Wildfire,CA3926312332020080704
HUFFMASTER VMP,1846,1984-11-28,Prescribed Fire,CA3927012245319841128
NORTH,1270,2018-09-03,Wildfire,CA3927312065620180903
UNNAMED,3312,1988-11-15,Wildfire,CA3928112277719881115
GAP,2385,2001-08-12,Wildfire,CA3930112062620010812
REDWOOD VALLEY INCIDENT,36545,2017-10-09,Wildfire,CA3931312322020171009
MILL,29924,2012-07-07,Wildfire,CA3931912270720120707
YUBA,4016,2009-08-15,Wildfire,CA3933912118620090815
YUBA RIVER COMPLEX (SCOTCHMAN),1206,2008-06-21,Wildfire,CA3935012076620080621
BANGOR,1137,2007-08-07,Wildfire,CA3935112145820070807
FOUTS,16892,1987-09-01,Wildfire,CA3935312277119870901
SITES COMPLEX,3609,2012-07-08,Wildfire,CA3935412239320120708
PALERMO,1162,1996-10-20,Wildfire,CA3935712151119961020
VILLA,7022,1992-09-25,Wildfire,CA3936312151419920925
CASCADE,16155,2017-10-09,Wildfire,CA3936812133420171009
SODA COMPLEX (BACK),1740,2008-06-21,Wildfire,CA3937012297720080621
DEER,1700,2005-08-09,Wildfire,CA3937412284420050809
YUBA RIVER COMPLEX (FALL),2088,2008-06-21,Wildfire,CA3937612069620080621
WILLIAMS,6329,1997-09-27,Wildfire,CA3937712125219970927
MEU LIGHTNING COMPLEX (INDIAN),1129,2008-06-26,Wildfire,CA3938112360620080626
BULLARD,1311,2010-08-27,Wildfire,CA3939212114620100827
CLARK VALLEY,1470,1984-10-24,Wildfire,CA3939212245119841024
HIRSCHDALE,1273,1994-08-11,Wildfire,CA3939912006519940811
TROUGH,25270,2001-08-08,Wildfire,CA3939912270520010808
PENDOLA,7704,1999-10-16,Wildfire,CA3941612120119991016
SODA COMPLEX (BIG),1977,2008-06-21,Wildfire,CA3941612307620080621
LAUDER,2040,1987-09-29,Wildfire,CA3941712307519870929
OPHIR,1033,2008-06-10,Wildfire,CA3944112156720080610
SWEDES,2718,2013-08-16,Wildfire,CA3944512141720130816
PALMER,2130,1987-08-29,Wildfire,CA3944912076419870829
CABBAGE,1505,2000-04-01,Wildfire,CA3945512285120000401
PENDOLA,4041,1999-10-16,Wildfire,CA3946112111419991016
WALL,6488,2017-07-07,Wildfire,CA3946112141320170707
SODA COMPLEX (MILL),3551,2008-06-21,Wildfire,CA3947712308520080621
GRINDSTONE COMPLEX (DEAFY),4903,2003-09-03,Wildfire,CA3950412282120030903
CRYSTAL,7342,1994-08-04,Wildfire,CA3951712003719940804
LUMPKIN,1137,2015-09-11,Wildfire,CA3951912133920150911
GRINDSTONE COMPLEX (HAPPY CAMP),2122,2003-09-03,Wildfire,CA3953112272720030903
SOUTH,2151,1999-08-23,Wildfire,CA3953212141419990823
MENDENHALL,54162,1987-08-31,Wildfire,CA3954212303919870831
SODA COMPLEX (MONKEY ROCK),1785,2008-06-21,Wildfire,CA3954412296820080621
TABLE,1209,1994-06-11,Wildfire,CA3954912157219940611
INDIAN,8803,1987-08-29,Wildfire,CA3955112096819870829
HWY 149,1968,1995-10-04,Wildfire,CA3955612164019951004
PONDEROSA,4264,2017-08-29,Wildfire,CA3957512131620170829
CRAIG,1758,2008-08-04,Wildfire,CA3958112134720080804
CHEROKEE,8415,2017-10-09,Wildfire,CA3958812158520171009
OREGON,1983,2004-08-11,Wildfire,CA3959712149920040811
UNNAMED,1112,2000-05-05,Unknown,CA3959912231720000505
COTTONWOOD,47912,1994-08-16,Wildfire,CA3960112019319940816
TOWN,2483,2000-03-31,Wildfire,CA3960712265220000331
FRRD COMPLEX (BEAN),1914,1999-08-23,Wildfire,CA3962812129919990823
CANYON COMPLEX (FRIEND-DARNELL),4172,2008-07-08,Wildfire,CA3963212131220080708
BASSETTS,2320,2006-09-19,Wildfire,CA3963312058920060919
GRINDSTONE BRUSH (GS),1360,2004-01-15,Prescribed Fire,CA3963312262820040115
SPANISH,6384,2003-09-28,Wildfire,CA3963412282820030928
HARDING,2358,2005-08-24,Wildfire,CA3963512032120050824
BLOOMER,2814,1999-08-23,Wildfire,CA3964512147619990823
POWDERHOUSE,1691,1988-08-26,Wildfire,CA3965812261019880826
CHROME,2356,2018-06-09,Wildfire,CA3966012253020180609
HUNTER,16757,2006-07-24,Wildfire,CA3966212292720060724
BALLS CANYON,1955,2006-06-25,Wildfire,CA3966612007920060625
BURTON,6227,1992-09-25,Wildfire,CA3967412169519920925
BALLS CANYON 2,1285,1987-06-13,Wildfire,CA3968012006219870613
ASSIST P.N.F.,1234,1987-08-31,Wildfire,CA3968312107719870831
BALLS CANYON,4551,2007-07-10,Wildfire,CA3968412005120070710
SKYWAY,2179,2002-06-08,Wildfire,CA3968612171620020608
TOF 33,1041,1990-08-03,Wildfire,CA3969012006719900803
POE,8448,2001-09-06,Wildfire,CA3970212148820010906
HUMBOLDT,23769,2008-06-11,Wildfire,CA3970312168320080611
FRRD COMPLEX (DEVILS GAP),1553,1999-08-23,Wildfire,CA3970712103719990823
MEU LIGHTNING COMPLEX (HARDY),5520,2008-06-21,Wildfire,CA3970812376820080621
MEU LIGHTNING COMPLEX (BUTCH),2436,2008-07-04,Wildfire,CA3971012317320080704
CANYON COMPLEX (SCOTCH),26418,2008-06-21,Wildfire,CA3972212119120080621
CONCOW,1761,2000-09-19,Wildfire,CA3972512153120000919
DIAMOND H VMP,1210,1991-09-16,Prescribed Fire,CA3973612319219910916
USFS 10,1270,1987-06-13,Wildfire,CA3975012017819870613
HIGHWAY 70,1654,2001-10-24,Wildfire,CA3975112148120011024
CANYON COMPLEX (FOUR MILE),2873,2008-06-21,Wildfire,CA3975512133920080621
DOE MILL,11590,1999-08-23,Wildfire,CA3975712171519990823
CHILCOOT COMPLEX,5763,2003-07-20,Wildfire,CA3976112013320030720
MEU LIGHTNING COMPLEX (MIDDLE),2087,2008-06-23,Wildfire,CA3976112380020080623
CANYON COMPLEX (LITTLE),1617,2008-06-22,Wildfire,CA3976512124820080622
LODGE COMPLEX,12299,2014-07-30,Wildfire,CA3976812365020140730
HAL JNCT 2,2427,1985-07-08,Wildfire,CA3976912001319850708
MEU LIGHTNING COMPLEX (LOST PIPE),1422,2008-07-04,Wildfire,CA3977912371420080704
CHILCOOT,1032,2017-08-06,Wildfire,CA3978012014320170806
BIDWELL,6012,1984-07-02,Wildfire,CA3978412169619840702
LINN/RECER/ELKHORN,3433,1990-08-09,Wildfire,CA3979312286719900809
CEMETERY,3758,1999-09-06,Wildfire,CA3981512008819990906
CAMP,153687,2018-11-08,Wildfire,CA3982012144020181108
UNNAMED,1217,1988-09-02,Unknown,CA3983012174519880902
MHRD COMPLEX (PIGEON),4810,1999-08-23,Wildfire,CA3983412102119990823
CANYON COMPLEX (COLD),5953,2008-06-21,Wildfire,CA3983512080720080621
MUSTY,16846,1999-08-23,Wildfire,CA3983712174919990823
LAYMAN,4637,1989-09-06,Wildfire,CA3984112063819890906
CANYON COMPLEX (BEAR),1515,2008-06-21,Wildfire,CA3984512138120080621
MHRD COMPLEX (LOOKOUT),2635,1999-08-23,Wildfire,CA3984912109419990823
MADALANNA,4495,1996-07-25,Wildfire,CA3985012024819960725
ROCK CREEK,1169,1985-06-11,Wildfire,CA3985112177219850611
BTU LIGHTNING COMPLEX (LONG BRANCH-JACK),52091,2008-08-14,Wildfire,CA3985212144420080814
WHISKEY,8263,2008-06-12,Wildfire,CA3985512266920080612
NORTH PASS,43689,2012-08-18,Wildfire,CA3986612313320120818
SUGARFOOT,2776,1994-08-27,Wildfire,CA3988312279019940827
MHRD COMPLEX (BUCKS),34459,1999-08-23,Wildfire,CA3988512131319990823
MHRD COMPLEX (HORTON 2),4053,1999-08-24,Wildfire,CA3989112033819990824
MEU LIGHTNING COMPLEX (RED MOUNTAIN),7636,2008-06-21,Wildfire,CA3989212363920080621
MINERVA 5,4545,2017-07-29,Wildfire,CA3990612097220170729
WEINSTEIN,7980,2000-09-29,Wildfire,CA3990812262720000929
CONSTANTIA,1511,2010-07-24,Wildfire,CA3993412005820100724
PELLOWS,1166,1999-07-11,Wildfire,CA3993612261019990711
APPLE,2849,2018-06-09,Wildfire,CA3994012236020180609
UNNAMED,2672,1984-07-05,Unknown,CA3995112180419840705
NOBLE,1238,2006-09-24,Wildfire,CA3996312371720060924
LOWERY,2868,1984-07-12,Wildfire,CA3998112259119840712
WALKER,1125,1990-08-06,Wildfire,CA3998912070119900806
COHASSET,1348,1990-11-01,Prescribed Fire,CA3999412172919901101
CHIPS,79978,2012-07-29,Wildfire,CA4001012127720120729
BRUSHY,2795,1984-09-07,Wildfire,CA4001112181719840907
DOYLE,2112,1994-06-03,Wildfire,CA4001412013619940603
MEU LIGHTNING COMPLEX (TRAVIS),1503,2008-07-05,Wildfire,CA4001712322720080705
DEER,11870,2013-08-23,Wildfire,CA4002112187220130823
STORRIE,49588,2000-08-17,Wildfire,CA4002712128720000817
BAR,1146,2010-07-31,Wildfire,CA4003112117620100731
SECOND,1201,1984-08-21,Wildfire,CA4003412014019840821
ISLAND,1475,1990-09-23,Wildfire,CA4003612349819900923
RICH,6680,2008-07-29,Wildfire,CA4004012113720080729
CAMPBELL,128266,1990-08-06,Wildfire,CA4004112182419900806
HARVEY,1299,2006-06-26,Wildland Fire Use,CA4005312291020060626
RACK,3460,1989-07-08,Wildfire,CA4005612034019890708
BTU LIGHTNING COMPLEX (SMOKEY),1423,2008-06-20,Wildfire,CA4006312162120080620
LONG VALLEY,80456,2017-07-11,Wildfire,CA4007312014520170711
TURTLE,3979,1984-07-05,Wildfire,CA4007812006619840705
COLYEAR,1769,2008-05-06,Wildfire,CA4007812267920080506
LAZYMAN,1497,1987-09-02,Wildfire,CA4009112291519870902
TRAVIS,11565,1987-08-31,Wildfire,CA4009212322519870831
YOLLA BOLLY COMPLEX (IRON),94888,2008-06-21,Wildfire,CA4009612297920080621
SADDLE,5506,1988-09-04,Wildfire,CA4010012408619880904
TURTLE,1245,2000-06-29,Wildfire,CA4010312006820000629
RED,1641,1999-06-22,Wildfire,CA4010712242519990622
CLARK,39194,1987-08-30,Wildfire,CA4010812030519870830
WILLIE,3242,2017-08-08,Wildfire,CA4011512332020170808
UNNAMED,3448,1984-09-07,Unknown,CA4011612187219840907
HUMBOLDT COMPLEX (PARADISE),1226,2008-06-21,Wildfire,CA4011712405220080621
BARKLEY,44256,1994-09-18,Wildfire,CA4012012175619940918
MAD RIVER COMPLEX (TRAVIS),1103,2008-06-21,Wildfire,CA4012112329420080621
ANTELOPE COMPLEX (WHEELER),23108,2007-07-05,Wildfire,CA4013912058220070705
UNNAMED,4885,1990-08-30,Unknown,CA4015912260019900830
HONEYDEW,13555,2003-09-04,Wildfire,CA4016112413420030904
TGU LIGHTNING COMPLEX (MILL),13447,2008-06-21,Wildfire,CA4016212186820080621
KINGS,2266,1990-08-07,Wildfire,CA4016312416319900807
STEELHEAD,2093,2015-07-30,Wildfire,CA4016812363920150730
GUN 2,61203,1999-09-28,Wildfire,CA4017912180419990928
STREAM,3667,2001-07-26,Wildfire,CA4018312060620010726
HERMIT,7677,1988-09-28,Wildfire,CA4018412304519880928
DUTCHMAN,1601,2017-08-08,Wildfire,CA4018412336320170808
YOLLA BOLLY COMPLEX (TROUGH),3920,2008-06-21,Wildfire,CA4018512311920080621
PANTHER,7229,2013-05-01,Wildfire,CA4018812160120130501
ROCK,2251,1996-08-14,Wildfire,CA4018912300919960814
CUB COMPLEX (CUB),20772,2008-06-21,Wildfire,CA4019412149120080621
BOULDER,2872,2006-06-25,Wildfire,CA4019512057720060625
COOKS,1271,1996-08-09,Wildfire,CA4019512084019960809
MILL,1969,2012-08-13,Wildfire,CA4019912165420120813
GRAPEVINE,1671,1988-08-18,Prescribed Fire,CA4020712190719880818
MAD RIVER COMPLEX (BONANZA),1503,2008-06-21,Wildfire,CA4021212322720080621
EAGLE,4479,1989-07-07,Wildfire,CA4021612045219890707
MOONLIGHT,65718,2007-09-03,Wildfire,CA4022012073620070903
SUN,3921,2018-10-07,Wildfire,CA4022012217020181007
HOG 2,1441,1992-07-17,Wildfire,CA4022112203419920717
BUCK,13612,2017-09-13,Wildfire,CA4022812303620170913
UNNAMED,1075,1999-08-16,Unknown,CA4023012202019990816
RUTH,1114,2011-09-23,Wildfire,CA4024312331620110923
TGU LIGHTNING COMPLEX (ANTELOPE),3350,2008-06-23,Wildfire,CA4025112187120080623
CANOE,10883,2003-09-30,Wildfire,CA4025912391820030930
UNNAMED,1650,1990-04-30,Unknown,CA4026112188919900430
TEHAMA-GLENN COMPLEX (DEHAVEN GULCH),17247,1999-08-23,Wildfire,CA4028412194519990823
MATTOLE,5219,1990-08-08,Wildfire,CA4028412415619900808
UNNAMED,1651,1985-07-16,Wildfire,CA4029612006919850716
INKS,6099,1999-08-23,Wildfire,CA4029612214019990823
36,2265,2005-08-10,Wildfire,CA4030012273420050810
JELLYS 2,1703,1999-08-23,Wildfire,CA4030412219519990823
SKEDADDLE,1358,1985-05-19,Wildfire,CA4030512015819850519
LIME COMPLEX (NOBLE),12934,2008-06-21,Wildfire,CA4032512290520080621
RAINBOW,2791,1990-08-08,Wildfire,CA4033012412319900808
JOURNEY,1032,2000-10-07,Wildfire,CA4033312336620001007
CLOVER,8267,2013-09-09,Wildfire,CA4033512251120130909
A-3,1153,2003-07-02,Wildfire,CA4033712044320030702
FINLEY,22000,1990-08-09,Wildfire,CA4033912181119900809
LANE,4043,2018-06-23,Wildfire,CA4034012191020180623
BYERS,1180,1996-07-02,Wildfire,CA4034212045819960702
BALD,3447,1990-08-09,Prescribed Fire,CA4034212258719900809
BASS HILL,2495,1985-08-07,Wildfire,CA4034312052019850807
PICKETT,11226,2015-07-30,Wildfire,CA4034312338320150731
UNNAMED,1240,1999-06-05,Wildfire,CA4035012205319990605
PEAKS,1734,1990-08-08,Wildfire,CA4035512379119900808
GOBBLER,8560,2015-07-30,Wildfire,CA4035712344220150731
LASSICS,20716,2015-08-06,Wildfire,CA4035812356120150806
WILLARD,2828,2016-09-11,Wildfire,CA4036812080220160911
MANTON 3,1379,1998-08-02,Wildfire,CA4036812200519980802
CREEK,1685,2006-07-18,Wildfire,CA4037112070120060718
WENDEL,1639,1986-07-18,Wildfire,CA4037712021119860718
GULCH,3133,2008-09-07,Wildfire,CA4038012294620080907
SPRING,6600,1999-08-23,Wildfire,CA4038412209519990823
PONDEROSA,28690,2012-08-18,Wildfire,CA4038712182320120818
BLUE,3002,2015-07-30,Wildfire,CA4038712317320150730
MUD,6041,2017-08-29,Wildfire,CA4039512024220170829
DEVIL,4620,2001-05-27,Wildfire,CA4039512072520010527
FLUME,12198,1987-08-30,Wildfire,CA4040412333919870830
POWERHOUSE,1708,1998-08-02,Wildfire,CA4041112189919980802
SHAFFER,1216,2001-08-08,Wildfire,CA4042012031420010808
BULLY,11181,2014-07-11,Wildfire,CA4042012272920140711
LIME COMPLEX (TELEPHONE),7312,2008-06-20,Wildfire,CA4042112309620080620
GOAT,1221,2000-07-22,Wildfire,CA4043712078220000722
UNNAMED,5345,1992-08-03,Wildfire,CA4043712280619920803
MANTON,2296,2005-08-26,Wildfire,CA4044412185520050826
WALLOW,3425,1987-08-30,Wildfire,CA4044812339819870830
SHU LIGHTNING COMPLEX (DEERLICK),13605,2008-06-21,Wildfire,CA4045212284620080621
BUCK,1935,2015-08-06,Wildfire,CA4045612355620150806
UNNAMED,6586,1989-08-11,Wildfire,CA4045912280819890811
CANYON,2587,1999-09-26,Wildfire,CA4046112240819990926
SHIELL,24830,2015-07-31,Wildfire,CA4046512305420150731
DALE,1439,2012-07-05,Wildfire,CA4047812246920120705
PEANUT,6064,1987-08-30,Wildfire,CA4048312320019870830
HORSESHOE WFU,1535,2005-09-09,Wildland Fire Use,CA4048512133820050909
LIME COMPLEX (DEADSHOT),1120,2008-06-21,Wildfire,CA4048812292220080621
PEAK,6320,2015-07-30,Wildfire,CA4049212319820150803
WALLOW,1535,2007-08-29,Wildfire,CA4049212334320070829
READING,26872,2012-07-23,Wildfire,CA4049312045120120723
LIME COMPLEX (LIME),27234,2008-06-20,Wildfire,CA4049512341220080620
FRIENDLY,3474,1987-08-30,Wildfire,CA4050112330719870830
ROCK,1115,1991-09-18,Wildfire,CA4050512315819910918
BLUFF WFU,3415,2004-07-04,Wildland Fire Use,CA4050712133920040704
CREEK,1353,2018-06-24,Wildfire,CA4051012242020180624
CRESCENT RX A B,1642,2009-07-08,Prescribed Fire,CA4051112153320090708
HUFFER,2272,1997-07-30,Wildland Fire Use,CA4051412128219970730
FAIRFIELD,1427,2009-08-03,Wildfire,CA4052612134920090803
COLD,14801,1987-08-30,Wildfire,CA4052712339819870830
SHU LIGHTNING COMPLEX (KIRKMAN),2289,2008-06-20,Wildfire,CA4052812207120080620
SHU LIGHTNING COMPLEX (MOON),36514,2008-06-21,Wildfire,CA4054612266320080621
STAFFORD,4509,2012-09-05,Wildfire,CA4054612309020120905
BADGER,1113,1984-08-23,Wildfire,CA4054812140719840823
FANTASTIC,1555,1998-10-07,Prescribed Fire,CA4055412129419981007
GR2 RX,1474,2006-10-31,Prescribed Fire,CA4055512141920061031
PROSPECT PEAK 3,3365,2005-10-21,Prescribed Fire,CA4055812134620051021
KANAKA,3019,1990-08-08,Wildfire,CA4055912254919900808
BLUE MTN. WEST,4627,1985-08-27,Prescribed Fire,CA4056412196919850827
MOSEMAN RANCH,1853,1986-08-01,Prescribed Fire,CA4057212208419860801
HYAMPOM,1188,2001-08-31,Wildfire,CA4057812322220010831
JESSIE,3489,1987-08-30,Wildfire,CA4057812346719870830
PANTHER,1372,2002-11-20,Wildfire,CA4058712254820021120
BLAKE,1522,1987-08-30,Wildfire,CA4058812355519870830
POWER TOWER,1564,2004-03-21,Wildfire,CA4059012252520040321
MURRER,1201,1985-07-08,Wildfire,CA4059212068919850708
WILLOW,7137,1999-08-23,Wildfire,CA4059912063019990823
MORROW,1039,1994-10-01,Prescribed Fire,CA4059912202419941001
BARKER,3943,2015-07-31,Wildfire,CA4060412308120150731
TRINITY,1341,1987-08-30,Wildfire,CA4060612338819870830
BARKER,5276,1992-08-20,Wildfire,CA4061012305619920820
BLACK,1696,2002-07-12,Wildfire,CA4061112052020020712
UNNAMED,1021,2006-07-03,Unknown,CA4061312002920060703
KERLIN,1775,2018-09-04,Wildfire,CA4061612352420180904
RUSH,306811,2012-08-12,Wildfire,CA4062112015220120812
BLACKS,1135,1987-06-27,Wildfire,CA4062412045019870627
SECRET,1126,2003-10-15,Wildfire,CA4062512025120031015
WHALEBACK,18640,2018-07-27,Wildfire,CA4063012088020180727
WHITMORE,1238,2003-10-27,Wildfire,CA4063112184820031027
RUSH,5191,2002-07-13,Wildfire,CA4063212010220020713
LIME COMPLEX (MINERS),25680,2008-06-21,Wildfire,CA4063712326820080621
SHU LIGHTNING COMPLEX (LOWER),1470,2008-06-21,Wildfire,CA4063812276420080621
ROUTE COMPLEX,35444,2015-07-31,Wildfire,CA4064212358620150731
DANIELS,2415,1984-10-05,Prescribed Fire,CA4064712197519841005
UNNAMED,2415,1985-06-29,Unknown,CA4064712197519850629
CARR,233710,2018-07-23,Wildfire,CA4065012263020180723
JONES,26818,1999-10-16,Wildfire,CA4065212222819991016
MILL RX,1059,1998-09-30,Prescribed Fire,CA4065312264519980930
BEAR,5270,1987-08-30,Wildfire,CA4065412339719870830
FERN,6496,1988-09-17,Wildfire,CA4065712187419880917
GULCH,6552,1987-08-30,Wildfire,CA4065812346619870830
LIME COMPLEX (SLIDE),1223,2008-06-21,Wildfire,CA4065912351320080621
PATTISON,31129,2015-07-31,Wildfire,CA4068012335620150731
TWIN,21482,1984-07-06,Wildfire,CA4068311999419840706
COFFIN,1091,2009-08-12,Wildfire,CA4068412283520090812
SADDLE,1922,2015-06-10,Wildfire,CA4069112352420150610
SHINN,17966,1990-08-08,Wildfire,CA4069212019419900808
LOWDEN,1851,1999-07-02,Wildfire,CA4069312281619990702
SHU LIGHTNING COMPLEX (MOTION),29346,2008-06-22,Wildfire,CA4069812251020080622
SMOKE,7807,2003-07-21,Wildfire,CA4070012000420030721
HAT CREEK COMPLEX (SUGARLOAF),9632,2009-08-01,Wildfire,CA4070212143920090801
SIMS,3807,2004-07-28,Wildfire,CA4070212354420040728
IRON AND ALPS COMPLEXES (EAGLE),32397,2008-06-21,Wildfire,CA4071412316220080621
BEAR,10966,2004-08-11,Wildfire,CA4071812219420040811
EILER,30967,2014-07-31,Wildfire,CA4072012156220140731
BROWNS,1782,1994-07-12,Wildfire,CA4072112286319940712
BOW,1558,1990-08-08,Wildfire,CA4072312226319900808
SHU LIGHTNING COMPLEX (PINE),1985,2008-06-20,Wildfire,CA4072612207420080620
GULCH,1378,2014-09-10,Wildfire,CA4073012217220140910
OBSERVATION,67432,2001-08-09,Wildfire,CA4073412017820010809
FRENCH,13683,2004-08-14,Wildfire,CA4074012270320040814
JUNCTION,3332,2006-07-29,Wildfire,CA4074212300420060729
OREGON,1760,2001-08-28,Wildfire,CA4074312296820010828
05 QLG EL GORDON,1004,2005-06-23,Prescribed Fire,CA4074812089120050623
IRON AND ALPS COMPLEXES (CEDAR),25277,2008-06-21,Wildfire,CA4074912336120080621
CONE,1788,2002-09-26,Wildfire,CA4075212115820020926
LMU LGT66,2114,1994-09-18,Wildfire,CA4075512062319940918
OBSERVATION,2762,2006-06-25,Wildfire,CA4076012014920060625
HELLS HALF FIRE (HALF),14873,2008-06-20,Wildfire,CA4076312356020080620
BRANHAM II,1850,1988-08-29,Wildfire,CA4076612049819880829
HELENA,18709,2017-08-31,Wildfire,CA4077112312420170831
4/3 GREEN MTN RX,1756,2018-02-01,Prescribed Fire,CA4077412213620180201
LOST,23599,1987-08-31,Wildfire,CA4078012142619870831
BOHEMOTASH,5705,1999-08-23,Wildfire,CA4078612244619990823
SHU LIGHTNING COMPLEX (STEIN),1269,2008-06-21,Wildfire,CA4078712209120080621
LOMA,3728,2003-09-14,Wildfire,CA4078912330120030914
FLAT,1832,2012-07-11,Wildfire,CA4079212335020120711
BRANHAM,9559,1990-08-08,Wildfire,CA4079412042519900808
PITTVILLE,1625,2010-04-28,Prescribed Fire,CA4079712127020100428
RAVE,4870,1999-08-04,Wildfire,CA4080012010119990804
TRELOAR COMPLEX,4077,1985-07-26,Wildfire,CA4080812321419850726
GRASSHOPPER,1101,2001-07-26,Wildfire,CA4081012072720010726
IRON AND ALPS COMPLEXES (IRONSIDE),13001,2008-06-21,Wildfire,CA4082312342420080621
STRAYLOR,3492,2004-07-22,Wildfire,CA4082612107820040722
HAT CREEK COMPLEX (BROWN),1844,2009-08-02,Wildfire,CA4083312153420090802
EAST,10532,1987-08-30,Wildfire,CA4083712302219870830
IRON AND ALPS COMPLEXES (BUCKHORN),29446,2008-06-21,Wildfire,CA4083712326320080621
SALT CREEK,1161,2012-08-01,Wildfire,CA4083812232620120801
UNNAMED,12403,1999-09-08,Wildfire,CA4083812250819990908
FORK,3325,2017-08-08,Wildfire,CA4083912297820170808
JACKASS,5479,1999-08-23,Wildfire,CA4084112245519990823
FOUNTAIN,62340,1992-08-20,Wildfire,CA4084612185219920820
DIXIE FIRE,1326,1996-08-16,Wildfire,CA4085712092119960816
CORRAL,11601,2008-06-23,Wildfire,CA4086012086020080623
BURNEY FIRE,3036,1988-08-29,Wildfire,CA4086712159919880829
IRON AND ALPS COMPLEXES (ZEIGLER),2450,2008-06-21,Wildfire,CA4086912347920080621
SUGAR,5102,1999-08-23,Wildfire,CA4087512243119990823
SHEEP 1,2617,1999-08-23,Wildfire,CA4088012247819990823
BIG BAR COMPLEX (ONION),16742,1999-08-23,Wildfire,CA4088312338819990823
HIRZ,46700,2018-08-09,Wildfire,CA4089112222820180809
BALD,39770,2014-07-31,Wildfire,CA4090112136820140731
RIPSTEIN,3404,1987-08-30,Wildfire,CA4090212304019870830
LUNCH,2039,1999-08-23,Wildfire,CA4091212248019990823
RIVER COMPLEX,78531,2015-07-31,Wildfire,CA4091312343720150731
PETERSON COMPLEX,7932,2008-06-22,Wildfire,CA4091712133820080622
DODGE,10978,2015-08-03,Wildfire,CA4093812010520150803
SHU LIGHTNING COMPLEX (CASSEL),6452,2009-08-02,Wildfire,CA4094212148720090802
DELTA,63732,2018-09-05,Wildfire,CA4094312242720180905
MCDONALD,10041,2010-07-26,Wildfire,CA4094712034320100726
PIGEON,100962,2006-09-02,Wildfire,CA4095112320220060902
DELTA,1657,1985-07-18,Wildfire,CA4095612245219850718
HIGH COMPLEX,3292,1999-08-23,Wildfire,CA4096712232419990823
SHU LIGHTNING COMPLEX (GOOSE),4252,2009-08-02,Wildfire,CA4097312176220090802
REPTILE,1817,1999-08-23,Wildfire,CA4097312250819990823
DODGE COMPLEX (MENDIBOURNE),1492,2009-08-01,Wildfire,CA4097812037120090801
MCDONALD,3278,1998-08-31,Prescribed Fire,CA4097912029519980831
SHU LIGHTNING COMPLEX (VENTURE),2030,2008-06-21,Wildfire,CA4098212158120080621
SHU LIGHTNING COMPLEX (CHALK),6847,2009-08-02,Wildfire,CA4098612181220090802
HAT,1971,2018-08-09,Wildfire,CA4099012153020180809
STRAUSE,6395,1987-09-01,Wildfire,CA4099312310719870901
BAGLEY,47731,2012-08-18,Wildfire,CA4099512207820120818
POWER,1055,2007-07-10,Wildfire,CA4101212148620070710
COLD SPRINGS PRESCRIBED BURN,1557,2006-10-11,Prescribed Fire,CA4103512028020061011
